data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
MN_81,31-Jan-24,@P_McCull...,"Because the autopsies found that COVID-19 vaccines result in cardiovascular death, this paper is getting a ton of press. Can't imagine how many other papers never approved by vaccinating academic centers, dropped by squeamish cardiologists. @escardio https://growkudos.com/publications/10.1002%2525252Fehf2.14680/reader...",47,Is There a Correlation Between COVID-19 Vaccines and Death From Myocarditis? [Publication details and summary about a study investigating whether COVID-19 vaccines could cause death from myocarditis],"A screenshot of a research paper on Kudos platform titled 'Is There a Correlation Between COVID-19 Vaccines and Death From Myocarditis?' The image shows the publication details including authors and a summary of the study that investigated autopsy reports of people who died after receiving COVID-19 vaccines and were suspected of having myocarditis. The summary explains the researchers found 28 cases in 14 published studies where most cases died within a week of vaccination, with an average age of 44 years.","research paper, publication details, study summary",False,,MN,"{('vaccines', 'covid'): 5.073248982030639, ('vaccines', '-'): 5.073248982030639, ('vaccines', '19'): 5.073248982030639, ('vaccines', 'death'): 4.4882864813094825}",19.7080334274014,1,1,Mixed,2.631578947368421,-0.9329,0.0,0.19,0.81,0.9329,5.260536842105263
MN_78,27-Feb-24,@P_McCull...,"Post-COVID-19 vaccine syndrome is real; LISTEN study captured symptoms I hear everyday in office. So many regret COVID-19 vaccination, frustrated @US_FDA and @CDCgov are still pushing it. @DrLoupis @MaryanneDemasi @TexasLindsay_ @ChildrensHD @MdBreathe @RenzTom @AaronSiriSG",37,"""The five most common symptoms were exercise intolerance (71%), excessive fatigue (69%), numbness (63%), brain fog (63%), and neuropathy (63%). In the week before survey completion, participants reported feeling unease (93%), fearfulness (82%), and overwhelmed by worries (81%), Show more"" plus a screenshot of a research study abstract about post-vaccination syndrome (PVS) after COVID-19 vaccination.","A screenshot of a tweet from DrRay (@DrNoMask) dated Feb 27, 2024, which includes text about symptoms of post-COVID-19 vaccination syndrome and a screenshot of a research study abstract. The abstract describes a study of 241 individuals who self-reported post-vaccination syndrome, including methodology, results, and conclusions.","tweet, research abstract, medical information",True,A person appears in a small profile picture,MN,"{('vaccination', 'covid'): 5.058893689053568, ('vaccination', '-'): 4.906890595608519, ('vaccination', '19'): 5.058893689053568}",15.02467797371565,0,1,Neutral,1.063829787234043,-0.9449,0.027,0.186,0.788,0.9449,5.049374468085106
MN_80,31-Jan-24,@AaronSiriSG,"""Almost four years after the start of the Covid pandemic, and healthcare students are still subject to some of the most oppressive and coercive vaccine mandates...""",26,"tQ Children's Health Defense - Minnesota reposted f Aaron Siri @ @AaronSiriSG - Jan 31, 2024 Bou At “Almost four years after the start of the Covid pandemic, and healthcare students are still subject to some of the most oppressive and coercive vaccine mandates...” brownstone.org Healthcare Students Still Forced to Inject ... The “winter of death” never came to pass and neither did the spring or fall of death, ... © 59 T1371 © 882 tht 23K ns","The image shows a preview of an article from brownstone.org with the headline 'Healthcare Students Still Forced to Inject...' and a subheading that mentions 'The ""winter of death"" never came to pass and neither did the spring or fall of death...'","article preview, website content",False,,MN,"{('vaccine', 'oppressive'): 6.011227255423254, ('vaccine', 'coercive'): 6.011227255423254, ('vaccine', 'mandates'): 6.011227255423254, ('vaccine', '.'): 4.310787537282162}",22.34446930355193,0,1,Neutral,1.01010101010101,-0.9079,0.013,0.114,0.873,0.9079,4.967315151515152
MN_11,19-Sep-24,@ChildrensHD,Vaxxed III: Authorized to Kill,5,"TQ Children's Health Defense - Minnesota reposted ea! Children’s Health Defe... & @Childrens... -Sep 19,2024 (J ++ uy Vaxxed III: Authorized to Kill @® Free Online Premiere @@ Friday, October 4, 2024 © 7p.m. ET / 4p.m. PT RSVP to watch [ hitp://vaxxed3.org ATOMMEY BURROWES PRODUCTION FOR CHILDREN'S HEALTH DEFENSE FILMS LLC ¥ - é VWAVVEN || ¥ AUIRURIZEU IU KILL A ; OCTOBER 4, 2024 0 WATCH AT VAXXED3.0RG © 26 tT 420 © 567 il 66K Ns","A promotional poster for a film titled 'VAXXED III: AUTHORIZED TO KILL' showing a dark bus or vehicle with headlights on in a foggy/misty background. The poster announces a 'FREE ONLINE PREMIERE' on 'FRIDAY, OCTOBER 4, 2024' and instructs viewers to 'RSVP TO WATCH AT VAXXED3.ORG'. The poster has a dark, ominous aesthetic with red text highlights.","bus, promotional text, film title",False,,MN,"{('vaxxed', 'iii'): 5.965784284662087, ('vaxxed', ':'): 5.380821783940931, ('vaxxed', 'authorized'): 5.965784284662087, ('vaxxed', '+'): 5.965784284662087}",23.27817463792719,0,0,Neutral,0.0,-0.902,0.07,0.15,0.781,0.902,4.804
MN_53,17-Mar-24,@picphy...,"DYK the DTaP vaccine contains 330 mcg to 625 mcg of aluminum? This is an amount 60 to 120 times greater than the maximum safe level of aluminum in the bloodstream per day for an 11.7 pound infant. #protectyourkids Parents, learn more about #DTaP here: http://picdata.org/dtap-vaccine",51,"{1 Children's Health Defense - Minnesota reposted PIC Physicians for Informed C... & @picphy... - Mar 17,2024 (J +» B® DYK the DTaP vaccine contains 330 mcg to 625 mcg of aluminum? This is an amount 60 to 120 times greater than the maximum safe level of aluminum in the bloodstream per day for an 11.7 pound infant. Parents, learn more about here: 7 - a 2) | — O4 1) 126 © 158 thi 4.2K As",Close-up image of gloved hands preparing a vaccine. One hand is holding a syringe while the other is holding a vaccine vial. The syringe appears to be drawing medication from the vial.,"hands, gloves, syringe, vaccine vial",False,,MN,"{('vaccine', 'dyk'): 5.7900769306257684, ('vaccine', 'dtap'): 5.3750394313469245, ('vaccine', 'contains'): 5.7900769306257684, ('vaccine', '330'): 5.7900769306257684, ('vaccine', 'mcg'): 4.7900769306257684}",27.53534715385,0,0,Neutral,0.0,0.8924,0.096,0.0,0.904,0.8924,4.7848
MN_06,13-Nov-24,@reformpharmanow,"This is INSANE. A vaccine that was removed from the market is now linked to 19 different diseases.

When we say that vaccines aren't safe, this is what we're talking about.

Read about it here 👇
https://childrenshealthdefense.org/defender/hib-vaccine-off-market-babies-diseases-adults/...",48,Vaccine 'Quietly' Pulled Off Market in 2007 Now Linked to 19 Diseases — 35 Million Babies Who Got the Shot Now at Risk as Adults,The image shows a medical professional's gloved hand holding a vaccine vial labeled 'HIB VACCINE' next to a sleeping infant. The image has text overlay that says 'diseases —' and includes the Children's Health Defense TV logo in the corner. There's also a video duration indicator of 0:40.,"vaccine vial, infant, medical glove",True,,MN,"{('vaccine', '.'): 4.222392421336448, ('vaccine', '-'): 4.029747343394052, ('vaccine', ""'""): 4.029747343394052}",12.28188710812455,0,0,Neutral,0.0,-0.7869,0.0,0.114,0.886,0.7869,4.03017742162491
MN_74,26-Feb-24,@P_McCull...,"Why do doctors think the COVID-19 vaccines still work when they obviously failed. I explain to a huge TLC crowd outside Philadelphia earlier this month. Because they took the novel genetic products with only two months of data, they developed a firm, fixed false belief system.",47,"T Children's Health Defense - Minnesota reposted ) Peter A. McCullough, M... @ @P McCull... - Feb 26,2024 (J «++ 4 Why do doctors think the COVID-19 vaccines still work when they obviously failed. | explain to a huge TLC crowd outside Philadelphia earlier this month. Because they took the novel genetic products with only two months of data, they developed a firm, fixed false belief system. 3 i ‘ ' £ = ZS a’ a id s 1 fe - -_ © 88 1 2k O 5.1K il 146K AN st","The image shows a presentation setting with a speaker at a podium on a stage. There's a projection screen showing presentation slides with some text visible but not fully legible. The speaker is wearing a dark suit. In the foreground, there are audience members visible from behind. The setting appears to be an indoor venue with wooden paneling. There's a timer showing 2:08 in the bottom left corner of the image.","presenter, podium, presentation slides, audience, indoor venue",True,,MN,"{('vaccines', 'covid'): 6.426264754702098, ('vaccines', '-'): 4.841302253980942, ('vaccines', '19'): 6.426264754702098, ('vaccines', 'still'): 6.426264754702098, ('vaccines', 'work'): 6.426264754702098}",30.54636127278933,2,2,Mixed,3.053435114503817,0.2732,0.072,0.045,0.883,0.2732,4.004415267175572
MN_35,7-May-24,@Childrens...,"🚨 Exclusive: Fauci Ignored Early Reports of Vaccine Injuries, Emails Obtained by CHD Reveal

At least one vaccine-injured individual attempted to contact Fauci directly by email as early as Dec. 27, 2020 + only received an automated email reply.

From childrenshealthdefense.org",41,"Exclusive: Fauci Ignored Early Reports of Vaccine Injuries, Emails Obtained...",The image shows a person in a suit with a graphic design of email envelopes in blue and green colors floating toward them against a yellow/gold background. The image illustrates the concept of emails being sent to Dr. Fauci.,"person, email icons, graphic design",True,Dr. Anthony Fauci,MN,"{('vaccine', 'early'): 3.8524428115861418, ('vaccine', 'reports'): 4.437405312307298, ('vaccine', 'injuries'): 4.437405312307298, ('vaccine', ','): 3.8524428115861418, ('vaccine', 'emails'): 4.437405312307298}",21.01710156009418,0,0,Neutral,0.0,-0.3818,0.053,0.081,0.866,0.3818,3.7636
MN_68,2-Mar-24,@P_McCull...,"You can tell among colleagues who is in the false narrative, a form of mass formation--when a topic is broached such as safety and efficacy, the response is ""I don't want talk about it."" Medical orthodoxy must face the consumer product safety disaster of COVID-19 vaccination.",49,"TV Children's Health Defense - Minnesota reposted g Peter A. McCullough, M... @ @P McCullL... -Mar2,2024 (J + You can tell among colleagues who is in the false narrative, a form of mass formation--when a topic is broached such as safety and efficacy, the response is ""I don't want talk about it."" Medical orthodoxy must face the consumer product safety disaster of COVID-19 vaccination. > ia ° ; d ' ~~ = if 0:59 | | - : fo) _— O54 tl 13k © 3.6K ih 111K A &",The image shows a person in a dark suit speaking at what appears to be a conference or panel discussion. They are seated and holding a microphone while gesturing with their other hand. The background has purple lighting. There's a timer showing 0:59 in the bottom left corner of the image.,"speaker, microphone, stage, panel discussion",True,,MN,"{('vaccination', 'covid'): 6.515699838284043, ('vaccination', '-'): 4.345774836841731, ('vaccination', '19'): 6.515699838284043, ('vaccination', '.'): 3.9307373375628862}",21.3079118509727,0,2,K+ (high certainty),1.538461538461539,0.2631,0.085,0.071,0.844,0.2631,3.756969230769231
NJ_84,18-Feb,@ChildrensHD,"📢 RFK Jr: HHS Will Investigate All Possible Causes of Chronic Disease — Including Vaccines

""Some of the possible factors we will investigate were formally taboo or insufficiently scrutinized. Those who are unwilling to embrace those kinds of ideas can retire.""

Today, he
Show more",43,"tat Children’s Health Defense @ @ RFK Jr.: HHS Will Investigate All Possible Causes of Chronic Disease — Including Vaccines “Some of the possible factors we will investigate were formally taboo or insufficiently scrutinized. Those who are unwilling to embrace those kinds of ideas can retire.” Today, he Show more a ° ———) CHRONIC P 62 BRS yy, Ware i | ee","The image shows a red stop sign with the words 'CHRONIC DISEASE' on it, next to a laptop computer displaying the Department of Health and Human Services (HHS) logo. The HHS logo is blue and yellow on a white background.","stop sign, laptop, HHS logo",False,,NJ,"{('vaccines', 'disease'): 5.977279923499917, ('vaccines', '—'): 4.655351828612554, ('vaccines', 'including'): 5.977279923499917}",16.60991167561239,0,6,K+ (high certainty),6.0,0.6249,0.055,0.0,0.945,0.6249,5.1498
NJ_04,17-Apr,@JesslovesMJK,I was inspired (by a post under my recent repost with the new autism data point) to update my autism/vaccine graph going back to 1920 for vaccines. Here's what it looks like: @uTobian @OpenVAERS @SecKennedy @NicoleShanahan @ChildrensHD @Honest_Medicine @brownstoneinst Show more,43,"_®) Jessica Rose @ @ # & | was inspired (by a post under my recent repost with the new autism data point) to update my autism/vaccine graph going back to 1920 for vaccines. Here's what it looks like: @uTobian @OpenVAERS @SecKennedy @NicoleShanahan @ChildrensHD @Honest_Medicine @brownstoneinst Show more CDC autism cases vs. a market vaccines (cumulative doses) from 1920-2025 10 Source: Children’s Hospital of Philadelph immunize.org, and CDC ie 1in31 ies 1in36@8 R=0.9021 wooo em § 3 (Pearson correlation coefficient) Wine of best ft) ; 5 @inse zs @1ins9 g 8 1in68®@!1in69 * 5 2 1in110 @ : 0g 2 1in 1250  R?=0.9478 5 a (line of best ft) > 121i 10,000 vee 6 in 2,000","A graph titled 'CDC autism cases vs. all on-market vaccines (cumulative doses) from 1920-2025' showing two trend lines. The blue line represents vaccine number according to cumulative doses (left y-axis) increasing from near 0 in 1920 to about 95 by 2025. The red dotted line shows combined prevalence of autism per 1,000 children (right y-axis) rising from 1 in 10,000 in 1970 to 1 in 31 by 2025. The graph displays correlation statistics: R=0.9021 (Pearson correlation coefficient) and R²=0.9948 and R²=0.9478 for the respective trend lines.","graph, data visualization, autism rates, vaccine doses, correlation",False,,NJ,"{('vaccine', 'autism'): 5.498250867527825, ('vaccine', '/'): 6.820178962415188, ('vaccine', 'graph'): 6.820178962415188, ('vaccine', 'going'): 6.820178962415188, ('vaccine', 'back'): 6.820178962415188, ('vaccines', '1920'): 5.650253960972876, ('vaccines', '.'): 5.235216461694032, ('vaccines', ""'""): 6.235216461694032}",49.89965360154952,0,2,K+ (high certainty),1.24223602484472,0.9642,0.116,0.0,0.884,0.9642,5.114735403726708
NJ_31,21-Mar,@NJChildre...,"Same Dr. Offit that said children can get 10,000 shots at the same time! 😱 Where is the safety data on this Dr. Offit? One of the most egregious, unethical & irresponsible statements. No rational individual would take or allow 10,000 shots. @DrPaulOffitMD",43,"Inside story: Dr. Offit was so embarrassed by what I exposed in this report, he then told a series of weird lies about my efforts to get info from him, and his response. The Orange Co. Register then corrected those lies when they were brought to its attention. (See attached.)","The image shows a news segment with a person appearing to be a reporter or news anchor on screen. There's a 'CONFLICT OF INTEREST?' graphic visible in the lower portion of the screen. The right side of the image contains a newspaper correction notice titled 'Corrections for April 18' from the Orange County Register, explaining corrections to statements attributed to Dr. Paul Offit regarding his financial relationships with pharmaceutical companies. There's a video timestamp showing 3:05 at the bottom of the screen.","news broadcast, correction notice, reporter",True,A person appearing to be a reporter,NJ,"{('shots', '10'): 5.845490050944375, ('shots', ','): 4.523561956057013, ('shots', '000'): 5.845490050944375}",16.21454205794576,1,0,Neutral,1.075268817204301,-0.9634,0.041,0.231,0.728,0.9634,5.088090322580645
NJ_70,26-Feb,@RenzTom,"BREAKING: RFK pauses development of oral COVID 19 vaccine.

An oral vaccine being developed as part of Biden's $4.7 billion dollar Project NextGen has been paused for 90 days. Project NextGen was funding development of the next wave of ""safe and effective vaccines"" and delivery",47,"Multimillion-dollar Biden-era COVID-19 vax project halted by Trump's HHS. Stop-work order comes as 10,000 individuals were slated to begin clinical trials Monday. By Emma Colton, Fox News. The creation of a new COVID-19 vaccine was part of the Biden administration's $4.7 billion Project NextGen initiative, which was launched in 2023 and works to streamline the development of new vaccines. The Vaxart vaccine was specifically funded through an agreement with the Biomedical Advanced Research and Development Authority (BARDA), which is a department within the Administration.",A screenshot of a Fox News article with the headline about a multimillion-dollar Biden-era COVID-19 vaccine project being halted by Trump's HHS. The article includes details about a stop-work order affecting clinical trials that were scheduled to begin.,"news article, Fox News report",True,Individuals appear in what seems to be a White House or official setting in a small portion of the image,NJ,"{('vaccine', 'oral'): 5.977279923499917, ('vaccine', 'covid'): 4.807354922057605, ('vaccine', '19'): 4.807354922057605, ('vaccine', '.'): 3.807354922057604}",19.39934468967273,0,0,Neutral,0.0,0.9201,0.117,0.0,0.883,0.9201,4.8402
NJ_73,20-Feb,@drCParks1,"What did Yale School of Medicine find in those who were injured after receiving the COVID injection??? It turns out that after you inject someone with a gene therapy whose job it is to turn the body into a manufacturing plant for a toxic, foreign viral protein...the body makes",50,"tl NJ Chapter, Children’s Health Defense reposted 2 Christina Parks @drCParks1 - Feb 20 Jour What did Yale School of Medicine find in those who were injured after receiving the COVID injection??? It turns out that after you inject someone with a gene therapy whose job it is to turn the body into a manufacturing plant for a toxic, foreign viral protein...the body makes Show more a) r J 1 Te ~< ow > } A “ee ; RY) j ~ i [uw a | . ni "" h i i ~~ i 4 } 1) ; \ y | bie 6:14 am | 0 101 tik OQ 21k ih 63K NA","The image shows a person wearing glasses, a green turtleneck, a brown cardigan, and a patterned scarf. The person appears to be in a room with curtains visible in the background. There is a video timestamp of 6:11 visible at the bottom of the image.","person, indoor setting, curtains",True,,NJ,"{('injection', 'receiving'): 6.569855608330948, ('injection', 'covid'): 6.569855608330948, ('injection', '?'): 6.569855608330948}",19.70956682499284,0,1,Neutral,0.6666666666666667,-0.7059,0.009,0.038,0.953,0.7059,4.5118
NJ_59,5-Mar,@ChildrensHD,Straight from the @cdcgov: The rate of measles deaths declined by 98% before the introduction of the vaccine in 1963.,20,"ta Children’s Health Defense Straight from the @cdcgov: The rate of measles deaths declined by 98% before the introduction of the vaccine in 1963. Measles Death Rate in the U.S. (1900-1970) 14 —— Measles Death Rate Trendline 12 a 3 3° Measles Vaccine 8 2"" Children’s ¢) ™ Health Def Ye = oF a 1900 1910 1920 1930 1940 1950 1960 1970","A graph titled 'Measles Death Rate in the U.S. (1900-1970)' showing the decline in measles death rate per 100,000 people over time. The graph shows a steady decline from about 13 deaths per 100,000 in 1900 to near zero by 1960. A blue trendline accompanies the actual death rate line. The graph marks the introduction of the measles vaccine in 1963 with an arrow, by which point the death rate had already declined significantly. The Children's Health Defense logo appears in the bottom left of the graph.","measles death rate, statistical trend, vaccine introduction point",False,,NJ,"{('vaccine', 'introduction'): 5.129283016944966, ('vaccine', '1963'): 5.129283016944966, ('vaccine', '.'): 4.129283016944966}",14.3878490508349,0,0,Neutral,0.0,-0.6705,0.058,0.086,0.856,0.6705,4.21856981016698
NJ_94,8-Dec-24,@AaronSiriSG,"NBC today blasted @realDonaldTrump and @RobertKennedyJr for wanting to study a possible connection between ""autism and childhood vaccines"" because NBC claims it has been ""debunked"" by ""hundreds of studies.""** But has it? The answer is unmistakably ""no!"" Here is the proof:",41,"tl NJ Chapter, Children’s Health Defense reposted f Aaron Siri @ @AaronSiriSG - Dec 8, 2024 [Jove NBC today blasted @realDonaldTrump and @RobertKennedyJr for wanting to study a possible connection between ""autism and childhood vaccines"" because NBC claims it has been ""debunked"" by ""hundreds of studies.""** But has it? The answer is unmistakably ""no!"" Here is the proof: Most Show more © 583 tl 57k 0 13K it 1M Ast",The image shows a profile picture of a person in formal attire with glasses against a dark background. This appears to be the profile picture for the account.,person in formal attire,True,,NJ,"{('vaccines', 'autism'): 6.219168520462161, ('vaccines', 'childhood'): 6.219168520462161, ('vaccines', '""'): 3.2191685204621616, ('vaccines', 'nbc'): 5.219168520462161}",20.87667408184864,0,3,K+ (high certainty),2.752293577981652,0.4007,0.024,0.0,0.976,0.4007,4.214244036697248
NJ_74,21-Feb,@JeffereyJaxen,"ACIP POSTPONED: ""The Trump administration has directed the Centers for Disease Control and Prevention to indefinitely postpone a public meeting of its vaccine advisory panel, a key forum for the nation's discussion of information about vaccine safety and effectiveness.""",40,Vaccine safety panel long criticized by RFK Jr. told to postpone meeting. The CDC's vaccine advisory panel was supposed to meet next week to hear and vote on recommendations for influenza and several other vaccines.,A screenshot of a Washington Post article with the headline about the vaccine safety panel being told to postpone a meeting. The article appears to be from the Health section of the Washington Post website.,"news article, Washington Post headline",False,,NJ,"{('vaccine', 'advisory'): 4.426264754702098, ('vaccine', 'panel'): 4.426264754702098, ('vaccine', 'safety'): 4.426264754702098}",13.27879426410629,0,0,Neutral,0.0,-0.3034,0.068,0.107,0.825,0.3034,3.2625588528212583
NJ_90,12-Feb,@NJChildre...,Why isn't this information provided to patients as a crucial aspect of providing informed consent which is required by medical professionals? (And the high level of mercury in flu shots). We have known this for many decades! #research,39,"Why don't you know about this? That time a definitive govt. study concluded flu shots don't work in the elderly-- and didn't make a difference with mortality in any age group. The more of the elderly population that got flu shots, the more the death rate increased...","A screenshot of a CBS News broadcast showing a news segment about 'Flu Shots & Seniors'. The image shows a news anchor in a dark suit with a red tie, and a graphic of a syringe/vaccine vial is visible on the left side of the screen. There's a timestamp of 2:53 at the bottom of the image.","news broadcast, news anchor, syringe graphic",True,News anchor,NJ,"{('shots', 'flu'): 5.169925001442312}",5.169925001442312,0,2,K+ (high certainty),2.247191011235955,-0.8635,0.042,0.132,0.826,0.8635,3.098063651973856
NJ_47,11-Mar,@BocBotch,"End the CDC's ""VACCINE RECOMMENDATIONS"" that the states and schools then interpret with ""de juris"" intention leading to a coercion and manipulation of the public. Take only a neutral stance by listing vaccine studies and recommend only the sanctity of the patient /doctor",44,"Q: Can the CDC force hospitals to vaccinate children? A: No, the CDC (Centers for Disease Control and Prevention) does not have the legal authority to force hospitals to vaccinate children. The CDC is a federal agency that provides guidelines, recommendations, and data to inform public health policies, but it does not have the power to mandate medical procedures or enforce vaccination requirements directly on hospitals or individuals. In the United States, vaccination policies for children are typically set at the state level, not by federal agencies like the CDC. Each state has its own laws and regulations regarding vaccinations, often tied to requirements for school entry rather than hospital mandates. Hospitals, as healthcare providers, operate under state laws, medical ethics, and their own policies, but they are not directly compelled by the CDC to vaccinate anyone. Additionally, the decision to vaccinate a child generally falls to parents or legal guardians, unless there's a public health emergency or court order involved (e.g., in cases of imminent risk to a child's life). Even in emergencies, the CDC's role would be advisory—actual enforcement would come from state or local health departments, if at all. If you're curious about a specific situation or state, let me know, and I can dig deeper!",A screenshot of what appears to be an AI or chatbot response explaining CDC authority regarding vaccinations for children. The response is formatted as a detailed explanation with multiple paragraphs of text. At the bottom of the image are two button options labeled 'Explain medical exemptions' and 'School immunization policies'.,"text explanation, AI response, information about CDC authority",False,,NJ,"{('vaccine', '""'): 6.2620948453701795}",6.262094845370179,2,1,K- (low certainty),1.158301158301158,0.6989,0.056,0.038,0.906,0.6989,2.823964142819209
NY_65,21-Jan,@DrNoMask,"""No mRNA platform has been successful in cancer."" Dr. Peter McCullough",11,"COVID-19 vaccines did not ""save"" anyone in RCTs or valid observational studies. No mRNA platform has been successful in cancer. In fact mRNA in COVID-19 vaccines may CAUSE cancer.","A vintage-style illustration showing a person in a suit and tie making a stopping gesture with one hand while another hand is offering what appears to be a syringe. The image has text overlay reading ""NO THANKS I'M NOT YOUR EXPERIMENT"" against a blue sky background.","person in suit, syringe, hand gesture",True,"Illustrated figure, not a specific identifiable person",NY,"{('mrna', 'platform'): 4.142957953842043, ('vaccines', 'covid'): 4.727920454563199, ('vaccines', '-'): 4.727920454563199, ('vaccines', '19'): 4.727920454563199, ('mrna', '.'): 2.8210298589546805}",21.14774917648632,1,1,Mixed,4.761904761904762,-0.8867,0.13,0.307,0.563,0.8867,5.487685714285714
NY_84,7-Jan,@EricLDaugh,"#BREAKING: Florida Statewide Grand Jury finds Big Pharma engaged in a ""pattern of deceptive and obfuscatory behavior"" while pushing the COVID-19 vaccines to rake in billions in profit. It found that Pharma hid adverse side effects from the vaccines from the public. GOVERNOR",44,"{1 Mi Children’s Health Defense reposted Eric Daugherty @ @EricLDaugh - Jan7 [Jove i & : Florida Statewide Grand Jury finds Big Pharma engaged in a ""pattern of deceptive and obfuscatory behavior"" while pushing the COVID-19 vaccines to rake in billions in profit. It found that Pharma hid adverse side effects from the vaccines from the public. GOVERNOR aa a's Ns ay fete , = VACCINE VACCINES 1 onavirus COVE coviodl cy) | I: Wl MO | yyy 4 ] i 4 wil @ | — hh J © 305 11 4.3K © 9.3K il 629K Qs",The image consists of two parts: on the left is a person in a suit speaking at a podium with an American flag-styled backdrop. On the right are two vaccine vials labeled as Pfizer-BioNTech and Moderna COVID-19 vaccines.,"person, podium, American flag, vaccine vials, Pfizer vaccine, Moderna vaccine",True,A public figure,NY,"{('vaccines', 'covid'): 5.06177619758669, ('vaccines', '-'): 4.476813696865534, ('vaccines', '19'): 5.06177619758669, ('vaccines', 'rake'): 5.06177619758669, ('vaccines', 'effects'): 5.06177619758669, ('vaccines', 'public'): 5.06177619758669}",29.78569468479898,0,0,Neutral,0.0,0.8979,0.12,0.05,0.83,0.8979,4.7958
NY_81,7-Jan,@toobaffled,"Why are our most high ranking politicians not Dying Suddenly? We all know why! In a vaccine passport sting, they found more than 2200 celebrities and European elites were falsely vaccinated against Covid. They paid money to have their names fraudulently entered in a national",45,"{1 Mi Children’s Health Defense reposted ¥ “Sudden And Unexpected” @ @toobaffled - Jan7 Jour Why are our most high ranking politicians not Dying Suddenly? We all know why! In a vaccine passport sting, they found more than 2200 celebrities and European elites were falsely vaccinated against Covid. They paid money to have their names fraudulently entered in a national Show more hb Yr E A — ann . ; ‘ * ’ — z= > = 2:54) VESTIGATIVE JOURNALIST WP THEHIGHWIRE.COM 1 : nif i © 250 16k QO 10k il 348K A 4",A screenshot from what appears to be a news or interview segment from 'The Highwire'. The image shows two men in a split-screen format. Both appear to be in professional attire. The left person is labeled as 'JEFFEREY JAXEN VESTIGATIVE JOURNALIST' and the right person is labeled as 'DEL BIGTREE' with 'THEHIGHWIRE.COM' shown below.,"news segment, interview, media personalities",True,"Jefferey Jaxen, Del Bigtree",NY,"{('vaccine', '!'): 6.321928094887362, ('vaccine', 'passport'): 6.321928094887362, ('vaccine', 'sting'): 6.321928094887362, ('vaccine', ','): 6.321928094887362, ('vaccinated', 'elites'): 6.321928094887362, ('vaccinated', 'falsely'): 6.321928094887362, ('vaccinated', 'covid'): 6.321928094887362, ('vaccinated', '.'): 5.321928094887362}",49.57542475909889,0,3,K+ (high certainty),2.325581395348837,0.6342,0.036,0.0,0.964,0.6342,4.617237209302325
NY_12,28-Jan-24,@NY_Childre...,"128 Pregnant Women, 25 Tots Under Age 2 Given Wrong RSV Vaccines, CDC Says",14,"128 Pregnant Women, 25 Tots Under Age 2 Given Wrong RSV Vaccines,...","The image shows a composite of a vaccine vial labeled 'RSV RESPIRATORY SYNCYTIAL VIRUS VACCINE' with a red band around it, alongside a scene of a newborn baby in a white hat being held. The image appears to be a stock photo or composite created to illustrate the news story about RSV vaccines.","vaccine vial, baby, medical setting",True,,NY,"{('vaccines', 'given'): 4.044394119358453, ('vaccines', 'wrong'): 4.044394119358453, ('vaccines', 'rsv'): 4.044394119358453, ('vaccines', ','): 3.0443941193584534, ('vaccines', '.'): 3.4594316186372973}",18.63700809607111,0,0,Neutral,0.0,-0.7351,0.0,0.205,0.795,0.7351,4.4702
NY_59,7-Feb,@NicoleShanahan,My foundation is allocating $3.5M in grants for qualified researchers to publish a series of review papers summarizing the published evidence linking vaccines to: Toxin-Induced Gut-Brain Inflammation Syndrome (TIGRIS); Enterotoxigenic Motor Neuron Inflammation (EMNI); Gut-Brain,39,{1 Mi Children’s Health Defense reposted ii) Nicole Shanahan @ { @NicoleShanahan - Feb 7 Jou My foundation is allocating $3.5M in grants for qualified researchers to publish a series of review papers summarizing the published evidence linking vaccines to: Toxin-Induced Gut-Brain Inflammation Syndrome (TIGRIS); Enterotoxigenic Motor Neuron Inflammation (EMNI); Gut-Brain Show more © 2.4K tl 13K © 56K ih 2.7M Ns,A profile picture showing a person with long dark hair against a light background,"person, profile picture",True,,NY,"{('vaccines', 'published'): 6.108524456778169, ('vaccines', 'evidence'): 6.108524456778169, ('vaccines', 'linking'): 6.108524456778169, ('vaccines', ':'): 6.108524456778169, ('vaccines', 'toxin'): 6.108524456778169}",30.54262228389085,0,3,K+ (high certainty),2.912621359223301,0.5106,0.053,0.0,0.947,0.5106,4.458093203883495
