data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
MN_31,13-May-24,@CHDM...,One more week to get your tickets for our first fundraiser! You won't want to miss it!,18,"Please join us for our first ever Fundraising Dinner! Featuring guest speaker, Dr. Pierre Kory - May 30 - Brookhall Event Center, 11930 Central Ave NE, Blaine. Order of events: 5:00-6:00 Check in and Cocktail hour, 6:00 Dinner served, 6:30 Keynote speaker Audience Q&A, Followed by Photo opportunities, Book signings with Dr. Kory, Silent auction & raffle winners. Tickets are $150. Order here: mn.childrenshealthdefense.org/events/chd-minnesota-chapter-fundraiser-dinner","A promotional flyer for Children's Health Defense Minnesota Chapter's fundraising dinner. The flyer has a green header with the organization's logo, followed by event details including date (May 30), location (Brookhall Event Center), schedule, and ticket information ($150). The flyer features an image of a book titled 'The War on Ivermectin' and a circular photo of a speaker wearing glasses. The flyer indicates ticket sales end May 20th and includes social media icons at the bottom.","event announcement, fundraiser information, book cover, speaker",True,Dr. Pierre Kory,MN,,0.0,1,0,Neutral,1.075268817204301,0.8833,0.141,0.014,0.845
MN_32,9-May-24,@CHDMi...,Tickets are selling fast and the last day to purchase is May 20th! You don't want to miss our keynote speaker @PierreKory,23,"@) Children's Health Defense - ... Tickets are selling fast and the last day to purchase is May 20th! You don’t want to miss our keynote speaker @PierreKory https://mn.childrenshealthdefense.org/events/ Children’s G9 Health Def nse SA MINNESOTA CHAPTER Please join us for our first ever mel Featuring guest speaker, Dr. Pierre Kory ~ May 30 - Bookhall Event Center, 11930 Central Ave NE, Blaine Order of events 5:00-6:00 Check in and Cocktail hour 6:00 Dinner served 6:30 Keynote speaker Audience Q&A Followed by Photo opportunities Silent auction & raffle winners Crical Care Allance (FLCC) and author of Tickets are $150. Order here: mn.childrenshealthdefense.org/events mr hildrenshe thd Ist f 1","A promotional flyer for Children's Health Defense Minnesota Chapter's first ever Fundraising Dinner. The event features Dr. Pierre Kory as keynote speaker on May 30 at Bookhall Event Center in Blaine. The flyer includes the event schedule: 5:00-6:00 check-in and cocktail hour, 6:00 dinner, 6:30 keynote speaker and Q&A, followed by photo opportunities, book signings, and silent auction. The image shows a book cover 'The War on Ivermectin' and a circular photo of a speaker in a suit with glasses. Tickets are $150.","event announcement, fundraising dinner, book promotion",True,,MN,,0.0,3,0,K- (low certainty),2.127659574468085,0.9247,0.129,0.02,0.851
MN_33,9-May-24,@KSChildren...,CHD is working hard to expose the truth about autism. Read about their most recent efforts here: https://childrenshealthdefense.org/defender/doj-chd-rolf-hazlehurst-fraud-vaccine-injury-case-children-autism/...,31,"'The Legal Motion That Could Expose The Truth About Autism' and 'Shocking Cover-up': DOJ Lawyers Committed Fraud in Vaccine Injury Case, CHD Attorney Alleges in Motion Filed Today","A promotional graphic for Children's Health Defense featuring text that reads 'The Legal Motion That Could Expose The Truth About Autism' and a news headline from 'the Defender' publication dated 04/02/24 stating 'Shocking Cover-up': DOJ Lawyers Committed Fraud in Vaccine Injury Case, CHD Attorney Alleges in Motion Filed Today'. The image has the Children's Health Defense logo at the bottom.","text, headline, organization logo",False,,MN,"{('vaccine', '-'): 4.137503523749935, ('vaccine', 'fraud'): 5.459431618637297, ('vaccine', 'injury'): 5.459431618637297}",15.05636676102453,1,2,K+ (high certainty),5.0,-0.7845,0.138,0.272,0.59
MN_34,8-May-24,@CHDMinnesota,Ticket Sales end May 20th,5,"Please join us for our first ever Fundraising Dinner! Featuring guest speaker, Dr. Pierre Kory - May 30 - Bookhall Event Center, 11930 Central Ave NE, Blaine","A promotional flyer for a fundraising dinner for Children's Health Defense Minnesota Chapter. The flyer has the organization's logo with hands holding a globe. It announces their first fundraising dinner on May 30 at Bookhall Event Center in Blaine. The event features Dr. Pierre Kory as keynote speaker, who is described as co-founder of the Front Line COVID-19 Critical Care Alliance and author of 'The War on Ivermectin'. The schedule includes check-in at 5:00, dinner at 6:00, and keynote speech at 6:30, followed by photo opportunities, book signings, and a silent auction. Tickets are $150.","fundraising event, organization logo, book cover, event schedule",True,Dr. Pierre Kory,MN,,0.0,2,0,K- (low certainty),6.666666666666667,0.5848,0.138,0.0,0.862
MN_35,7-May-24,@Childrens...,"🚨 Exclusive: Fauci Ignored Early Reports of Vaccine Injuries, Emails Obtained by CHD Reveal

At least one vaccine-injured individual attempted to contact Fauci directly by email as early as Dec. 27, 2020 + only received an automated email reply.

From childrenshealthdefense.org",41,"Exclusive: Fauci Ignored Early Reports of Vaccine Injuries, Emails Obtained...",The image shows a person in a suit with a graphic design of email envelopes in blue and green colors floating toward them against a yellow/gold background. The image illustrates the concept of emails being sent to Dr. Fauci.,"person, email icons, graphic design",True,Dr. Anthony Fauci,MN,"{('vaccine', 'early'): 3.8524428115861418, ('vaccine', 'reports'): 4.437405312307298, ('vaccine', 'injuries'): 4.437405312307298, ('vaccine', ','): 3.8524428115861418, ('vaccine', 'emails'): 4.437405312307298}",21.01710156009418,0,0,Neutral,0.0,-0.3818,0.053,0.081,0.866
MN_36,4-May-24,@PierreKory,"Vaccine safety research is forbidden and our government will not release its safety data. Each time the unvaccinated are studied, they have a fraction of the chronic illnesses we now consider ""normal."" The data in this article is profoundly disturbing.",40,How Much Damage Have Vaccines Done to Society?,An illustration showing multiple syringes with red liquid against a pink background. In the center is a stylized figure in distress. The image has text at the bottom reading 'How Much Damage Have Vaccines Done to Society?',"syringes, figure, text",True,,MN,,0.0,0,1,Neutral,2.083333333333333,-0.9008,0.047,0.249,0.704
MN_37,6-May-24,@reformpharmanow,"The answer is, ""No, shots filled with toxins DO NOT make us healthier."" Watch + listen as @P_McCulloughMD explains why⬇️",19,DO VACCINES MAKE US HEALTHIER?,"A promotional graphic for a video with a blue-tinted syringe image in the background. The graphic has text reading 'DO VACCINES MAKE US HEALTHIER?' at the top. In the center is a 'BANNED' label with a laurel wreath around it and text saying 'CONTRADICTS HEALTH AUTHORITIES' with a YouTube-style icon. The bottom right shows '2024 updates!' and the bottom of the image shows 'Do Vaccines Make Us Healthier? (2024 update)'. Various medical terms like 'coronavirus', 'infection', 'immunity' appear faintly in the background.","syringe, banned label, medical terminology",False,,MN,,0.0,0,0,Neutral,0.0,0.0,0.0,0.0,1.0
MN_38,6-May-24,@KSChildren...,"You can't miss Protocol 7! Come to a special, early release screening near you on May 29th! Get your tickets at https://ks.childrenshealthdefense.org/events/protocol-7/... Trailer: https://m.youtube.com/watch?v=o-NyF2d_hvY...",38,"1 Children's Health Defense - Minnesota reposted @® Children’s Health Defens... @KSChildren...- May 6,2024 (J + You can’t miss Protocol 7! Come to a special, early release screening near you on May 29th! Get your tickets at https://ks.childrenshealthdefense.org/events/protocol-7... Trailer: https://m.youtube.com/watch?v=o-NyF2d hvy... — — = ore . ' i 1 o) th2 O1 lt 46 A Ss","A scene from what appears to be the Protocol 7 film or trailer showing hands passing documents across a glass table. The image has a dark, serious tone with multiple people sitting around a table exchanging papers. A timestamp of 2:08 is visible in the corner, indicating this is a screenshot from a video.","hands, documents, glass table, meeting",False,,MN,,0.0,3,0,K- (low certainty),2.912621359223301,0.8059,0.113,0.018,0.869
MN_39,30-Apr-24,@AubreyMarcus,"Finally.. a film about COVID-19, vaccines and our societal response that isn't one sided, conspiratorial or condescending. Let's look back with 2020 vision at the largest medical intervention in human history. @benjosephstew #COVID19 #SafeAndEffective #ChakarunaMedia",38,"TQ Children's Health Defense - Minnesota reposted Aubrey Marcus @ @AubreyMarcus « Apr 30, 2024 [Jove Finally.. a film about COVID-19, vaccines and our societal response that isn’t one sided, conspiratorial or condescending. Let’s look back with 2020 vision at the largest medical intervention in human history. @benjosephstew #COVID19 #SafeAndEffective #ChakarunaMedia CHAKARUNA MEDIA 59:14 © 318 Tl 3.9K © 5.5K ill 41M A &",A video thumbnail showing the Chakaruna Media logo on a dark background. The logo appears to be a geometric design with a play button in the center. The word 'CHAKARUNA MEDIA' is displayed at the bottom of the image. The video duration shown is 59:11.,"logo, media branding, play button",True,Person in profile picture,MN,"{('vaccines', '-'): 5.564784618783526, ('vaccines', '19'): 6.149747119504682, ('vaccines', ','): 4.82781902461732, ('vaccines', 'societal'): 6.149747119504682}",22.69209788241021,0,0,Neutral,0.0,0.1779,0.053,0.027,0.92
MN_04,12-Nov-24,@toobaffl...,"A peer-reviewed study reveals that Covid mRNA vaccines drastically reduce mucosal IgA antibodies to nearly undetectable levels, weakening immune defenses and massively increasing vulnerability to Covid-19 and thousands of other diseases.",33,"Study Finds Covid Vaxx Decimates IgA Antibodies, Destroying Immune System and Raising Disease Risk","The image shows a medical procedure with gloved hands administering an injection. One hand is holding a syringe with a blue-tipped needle, and the other gloved hand is touching what appears to be an arm. The background is green, and there's an orange bandage visible.","gloved hands, syringe, injection, medical procedure",False,,MN,,0.0,0,0,Neutral,0.0,-0.5859,0.113,0.183,0.704
MN_40,28-Apr-24,@CHDM...,Breaking: CHD Asks Supreme Court to Hear Case Alleging FDA Misused Emergency Power to Authorize COVID Shots for Children,19,Breaking: CHD Asks Supreme Court to Hear Case Alleging FDA Misused Emergency Power to Authorize COVID Shots for Children,The image shows a composite of a young child with blue eyes on the left side and a statue of Lady Justice (the blindfolded figure holding scales) on the right side. The image appears to be designed to create an emotional appeal related to the legal case mentioned in the tweet.,"child, Lady Justice statue, scales of justice",True,,MN,"{('shots', 'authorize'): 4.321928094887362, ('shots', 'covid'): 4.321928094887362, ('shots', 'children'): 4.321928094887362}",12.96578428466209,0,0,Neutral,0.0,0.4588,0.155,0.112,0.733
MN_41,23-Apr-24,@CHDM...,We are getting closer to our first fundraising event! Get your tickets now as space is limited!,17,"@) Children's Health Defense - ... We are getting closer to our first fundraising event! Get your tickets now as space is limited! Children’s @) Health Defense? MINNESOTA CHAPTER Please join us for our first ever Featuring guest speaker, Dr. Pierre Kory = May 30 - Bookhall Event Center, 11930 Central Ave NE, Blaine 5:00-6:00 Checkin and cktail hour 6:30 Keynote speaker hudience Q& Tickets are $150. Order here: mn.childrenshealthdefense.org/events | mn.childrenshealthdefense.o1 (C f | |","A promotional flyer for Children's Health Defense Minnesota Chapter's first fundraising dinner. The event is scheduled for May 30 at Bookhall Event Center in Blaine. The flyer includes the event schedule: 5:00-6:00 check-in and cocktail hour, 6:00 dinner served, 6:30 keynote speaker and Q&A, followed by photo opportunities, book signings, and silent auction. Tickets are $150. The flyer features the organization's logo and website information.","fundraising event, dinner, schedule, venue information, book cover",True,,MN,,0.0,1,0,Neutral,1.052631578947368,0.5951,0.087,0.038,0.875
MN_43,12-Apr-24,@CHDMinnesota,Children's Health Defense Minnesota's first annual fundraising dinner is coming up! Get your tickets here as they are selling fast! https://mn.childrenshealthdefense.org/events/,27,"@) Children's Health Defense - ... Children’s Health Defense Minnesota’s first annual fundraising dinner is coming up! Get your tickets here as they are selling fast! https://mn.childrenshealthdefense.org/events/ Children’s @) Health Defe iN 7 MINNESOTA CHAPTER Please join us for our first ever Featuring guest speaker, Dr. Pierre Kory = May 30 - Bookhall Event Center, 11930 Central Ave NE, Blaine 7 be ~~, Tickets are $150. Order here: mn.childrenshealthdefense.org/events","A promotional flyer for Children's Health Defense Minnesota Chapter's first fundraising dinner. The flyer has a green and blue color scheme with the organization's logo. It announces the event on May 30 at Bookhall Event Center in Blaine. The schedule includes check-in/cocktail hour (5-6pm), dinner (6pm), keynote speaker (6:30pm), followed by photo opportunities, book signings, and silent auction. Tickets are $150. The flyer features an image of a person in a circular frame who is identified as the keynote speaker, along with a book cover image for 'The War on Ivermectin'.","event announcement, fundraising dinner, organization logo, book cover",True,Dr. Pierre Kory,MN,,0.0,1,0,Neutral,1.0,0.8002,0.107,0.0,0.893
MN_44,7-Apr-24,@CHDMissouri,"Mark Blaxill, chief financial officer of the Holland Center, a private autism treatment center and father of an autistic adult daughter, joined ""The Defender In-Depth"" this week to discuss what he called the ""coming tsunami"" of autism caregiving....",39,'Autism Epidemic Is Real and Overvaccina...',The image shows a screenshot of an article preview with a document icon. The preview contains text about Mark Blaxill discussing autism topics.,"article preview, document icon",False,,MN,,0.0,0,0,Neutral,0.0,0.1027,0.032,0.0,0.968
MN_46,31-Mar-24,@CHDM...,"Children's Health Defense Minnesota is excited to announce our very first fundraiser, to be held on Thursday, May 30! Gather with other defenders of truth and children's health to enjoy a plated dinner while raising funds for our important work.",42,"@) Children's Health Defense - ... Children’s Health Defense Minnesota is excited to announce our very first fundraiser, to be held on Thursday, May 30! Gather with other defenders of truth and children’s health to enjoy a plated dinner while raising funds for our important work. Children’s Health ‘ V7 MINNESOTA CHAPTER Please join us for our first ever Featuring guest speaker, Dr. Pierre Kory = May 30- Bookhall Event Center, 11930 Central Ave NE, Blaine Wa! | bo \~ Dr. Pierre Kory is our keynote speaker. Tickets are $150. Order here: mn.childrenshealthdefense.org/events","A promotional flyer for Children's Health Defense Minnesota's first fundraising dinner on May 30 at Bookhall Event Center in Blaine. The flyer includes the organization's logo, event details including a schedule (check-in at 5:00-6:00, dinner at 6:00, keynote at 6:30), ticket price of $150, and information about the keynote speaker Dr. Pierre Kory, who is described as co-founder of the Front Line COVID-19 Critical Care Alliance and author of 'The War on Ivermectin'. The flyer also shows an image of a person in a circular frame and a book cover.","event announcement, fundraiser details, organization logo",True,Dr. Pierre Kory,MN,,0.0,3,2,K- (low certainty),3.703703703703703,0.9747,0.213,0.0,0.787
MN_47,24-Mar-24,@CHDM...,"💥 💥Tickets are now on Sale 💥 💥 Please join Children's Health Defense Minnesota for our first ever fundraising dinner with Dr. Pierre Kory! Space is limited, so get your tickets now!",30,"@) Children's Health Defense - ... * %*€ Tickets are now on Sale # 3% Please join Children’s Health Defense Minnesota for our first ever fundraising dinner with Dr. Pierre Kory! Space is limited, so get your tickets now! https://mn.childrenshealthdefense.org/events/ Children’s @ Health ‘ VY? MINNESOTA CHAPTER Please join us for our first ever Featuring guest speaker, Dr. Pierre Kory - May 30- Bookhall Event Center, 11930 Central Ave NE, Blaine b. <7 ; aa , Vine, —y } ~~) Tickets are $150. Order here: mn.childrenshealthdefense.org/events","A promotional flyer for Children's Health Defense Minnesota Chapter's first fundraising dinner. The flyer includes event details: May 30 at Bookhall Event Center in Blaine, with a schedule starting at 5:00 PM for check-in and cocktail hour, followed by dinner at 6:00 PM and a keynote speech at 6:30 PM. The event features Dr. Pierre Kory as the keynote speaker, who is described as co-founder of the Front Line COVID-19 Critical Care Alliance and author of 'The War on Ivermectin'. The flyer shows an image of his book and a circular photo of a person in glasses. Tickets are $150.","event announcement, fundraising dinner, organization logo, book cover",True,,MN,,0.0,1,0,Neutral,0.8849557522123894,0.7067,0.143,0.084,0.773
MN_48,19-Mar-24,@P_McCull...,"Thorp, 2023, compared maternal-fetal outcomes of COVID-19 vaccine compared to the influenza vaccine. Neither are medically necessary nor clinically indicated in healthy young mothers. The COVID-19 vaccine is absolutely contra-indicated, pregnancy category X. @acog @jathorpmfm",39,"Journal article abstract about COVID-19 vaccines and pregnancy outcomes, plus a quoted tweet claiming high rates of fetal loss",The main image shows a journal article page from the Journal of American Physicians and Surgeons with the title 'COVID-19 Vaccines: The Impact on Pregnancy Outcomes and Menstrual Function' with authors listed and abstract text. Below is a quoted tweet with what appears to be a courtroom or hearing setting.,"journal article, medical research, text",True,,MN,"{('vaccine', 'covid'): 4.019899557437705, ('vaccine', '-'): 3.282933963271499, ('vaccine', '19'): 4.019899557437705}",11.32273307814691,0,1,Neutral,1.694915254237288,0.1027,0.047,0.04,0.912
MN_49,19-Mar-24,@PierreKory,Yup,1,"""I saw absurd scientific policies being propagated that were completely divorced from the science."" - Dr. @PierreKory speaking at today's Rally to Reclaim Free Speech in Washington, D.C.","The image shows a person in a white lab coat speaking at a podium at what appears to be a rally in Washington, D.C. The podium has 'THE FREE SPEECH' banner on it. The speaker is wearing glasses and is identified as Pierre Kory, MD, MPA, President & Chief Medical Officer, FLCCC Alliance. There are people visible in the background and metal barriers in front of the stage. The location is labeled as Washington, D.C. in the upper right corner of the image.","speaker, podium, rally, white coat",True,Pierre Kory,MN,,0.0,0,0,Neutral,0.0,0.5106,0.105,0.0,0.895
MN_05,12-Nov-24,@JanciToxDoc,Sickening,1,"And this is how it was done ladies and gentlemen. Not only were the corrupted medical journals like the New England Journal of Medicine paid off by the HHS to push their Draconian Covid narratives, but also the pharmaceutical companies spent over a $BILLION bribing these medical [Show more]","A screenshot of an article titled 'Pharma Paid $1.06 Billion to Reviewers at Top Medical Journals' from a publication called 'The Defender' under the 'GLOBAL THREATS' section. The article states that payments to peer reviewers for The BMJ, JAMA, The Lancet and The New England Journal of Medicine included over $1 billion to individuals or their institutions for research and $64.18 million in general payments, including travel and meals. The article is authored by Brenda Baletti, Ph.D. and dated October 16, 2024.","article headline, text content, publication information",True,Profile images visible but not clearly identifiable,MN,,0.0,0,1,Neutral,2.0,-0.1154,0.034,0.042,0.924
MN_50,17-Mar-24,@USMortality,There's a large pharma funded Measles Scare Campaign ongoing. The actual data doesn't support this.,17,"Figure 2. Number of measles cases reported to TESSy by month and year, EU/EEA countries*, 1 January 2009 to 31 December 2023","A graph showing measles cases reported to TESSy (The European Surveillance System) by month and year across EU/EEA countries from January 2009 to December 2023. The graph shows several peaks and valleys in measles cases over time, with notable spikes around 2010-2011 and 2017-2019, followed by very low numbers in recent years. There's also a smaller inset graph in the upper right corner showing monthly data for 2023.","measles data, epidemiological chart, disease statistics",False,,MN,,0.0,0,0,Neutral,0.0,-0.6319,0.032,0.134,0.834
MN_51,17-Mar-24,@React19org,"FDA: Are You Listening?

Jennifer shares the horrific reaction that happened to her 8 year old daughter directly to Dr Peter Marks at the FDA. React19 then explains that the government abandoned this child. Listen to his yet again dismissive response.

Ahead of The House",45,"REACT19 REVEALING THE SEVERE EFFECTS THAT THE FDA HIDES
Includes Peter Marks' response...",A video thumbnail showing three people sitting at a table. There appears to be a panel discussion or meeting setting. The individuals are seated with a laptop visible. The image has a blue header with text about React19 revealing effects the FDA hides.,"people at table, meeting setting, laptop",True,,MN,,0.0,0,0,Neutral,0.0,-0.8993,0.032,0.193,0.775
MN_52,17-Mar-24,@elonmusk,Many Americans still have no idea this happened,8,"The most under-reported and under-discussed story of 2023: a federal district court judge, upheld by a unanimous appellate panel, found the Biden WH and FBI committed one of the gravest attacks on the 1st Am in decades by coercing Big Tech to censor dissent online.","A screenshot of a CNBC news article with the headline 'FBI and White House likely coerced social media platforms into removing posts, appeals court rules' with key points listed below the headline explaining the court decision regarding government agencies and social media companies.","news article, CNBC report, court ruling",True,Profile images visible but too small to identify specific individuals,MN,,0.0,0,0,Neutral,0.0,-0.8074,0.035,0.172,0.793
MN_53,17-Mar-24,@picphy...,"DYK the DTaP vaccine contains 330 mcg to 625 mcg of aluminum? This is an amount 60 to 120 times greater than the maximum safe level of aluminum in the bloodstream per day for an 11.7 pound infant. #protectyourkids Parents, learn more about #DTaP here: http://picdata.org/dtap-vaccine",51,"{1 Children's Health Defense - Minnesota reposted PIC Physicians for Informed C... & @picphy... - Mar 17,2024 (J +» B® DYK the DTaP vaccine contains 330 mcg to 625 mcg of aluminum? This is an amount 60 to 120 times greater than the maximum safe level of aluminum in the bloodstream per day for an 11.7 pound infant. Parents, learn more about here: 7 - a 2) | — O4 1) 126 © 158 thi 4.2K As",Close-up image of gloved hands preparing a vaccine. One hand is holding a syringe while the other is holding a vaccine vial. The syringe appears to be drawing medication from the vial.,"hands, gloves, syringe, vaccine vial",False,,MN,"{('vaccine', 'dyk'): 5.7900769306257684, ('vaccine', 'dtap'): 5.3750394313469245, ('vaccine', 'contains'): 5.7900769306257684, ('vaccine', '330'): 5.7900769306257684, ('vaccine', 'mcg'): 4.7900769306257684}",27.53534715385,0,0,Neutral,0.0,0.8924,0.096,0.0,0.904
MN_54,17-Mar-24,@AaronSiriSG,,0,Vax Facts: Do the Polio Vaccines Used In the U.S. Stop Infection and Transmission of the Polio Virus? Your bite size dose of immunity against vaccine misinformation. Spread the truth.,A graphic titled 'VAXFACT' with a checkmark in a box and the number '01' in the corner. The background appears to have medical imagery. The graphic includes text about polio vaccines and mentions it's from aaronsiri.substack.com.,"vaccine information, checkmark, number",True,A person appears in a small profile picture,MN,,0.0,0,2,K+ (high certainty),6.25,-0.296,0.066,0.129,0.805
MN_56,5-Mar-24,@goddeketal,"Since 1935, the rate of chronic conditions like heart disease, asthma, cancer, and diabetes has skyrocketed by 700%.

1935: 7.5%
2000: 45%
2020: 60%

Even with clear evidence staring them in the face, the CDC is baffled by what's driving this health crisis. 🤡",45,"€ Dr. Simon Goddek @ @ * Since 1935, the rate of chronic conditions like heart disease, asthma, cancer, and diabetes has skyrocketed by 700%. 1935: 7.5% 2000: 45% 2020: 60% Even with clear evidence staring them in the face, the CDC is baffled by what's driving this health crisis. @ American Consumption of Vegetable Oil @ Tota’ 15020 — sunflower e 10,158 ae p 938 3 6ang 2945 se os |","A graph titled 'American Consumption of Vegetable Oil' showing the dramatic increase in vegetable oil consumption in the United States from 1920 to 2020. The graph displays consumption in thousand metric tons on the y-axis, with values ranging from near 0 to over 15,000. Multiple lines represent different types of oils (Total, Soybean, Canola, Sunflower, Cottonseed, Peanut, and Other), with the total consumption (red line) rising from 98 tons in 1920 to 15,020 tons by 2020. Soybean oil (blue line) shows the most significant increase among specific oil types.","vegetable oil consumption, data visualization, trend lines",False,,MN,,0.0,0,2,K+ (high certainty),1.785714285714286,-0.1027,0.13,0.119,0.75
MN_57,6-Mar-24,@Childrens...,"🚨 New Law Would Make COVID 💉 Makers Liable for Injuries, Deaths",10,"""The damages + fatalities caused by the COVID-19 vaccine demand accountability. This legislation represents a critical milestone in rectifying these injustices..."" @maryhollandnyc","The image shows several COVID-19 vaccine vials with red labels marked 'COVID-19' alongside a set of scales of justice. The word 'LIABLE' appears in large text at the bottom of the image, with a caption stating 'New Law Would Make COVID Vaccine Makers Liable for Injuries, Deaths'.","vaccine vials, scales of justice, text overlay",False,,MN,,0.0,1,0,Neutral,3.125,-0.8625,0.0,0.249,0.751
MN_58,6-Mar-24,@P_McCull...,Safety signals linking childhood hyper vaccination to chronic illnesses are a sign we should pull back on the @CDCgov ACIP schedule not keep adding to it. Cumulative combination vaccine safety needs urgent examination. @stevegrubershow @RealAmVoice @TXforVaxChoice @PERK_GROUP,37,childhood vaccines play a role and the... with food allergies peanut allergies... dermatitis chronic childhood illness...,"A screenshot from a video interview showing a person in a suit speaking on what appears to be a news program. The screen displays text about childhood vaccines and their alleged connection to food allergies, peanut allergies, and chronic childhood illnesses. The lower third shows 'PETER A. MCCULLOUGH, MD, MPH' and 'Chief Scientific Officer | TWC Health/GRUBER'. The website www.petermcculloughmd.com is displayed at the bottom of the image.","interview, news program, text overlay",True,Person in interview setting,MN,,0.0,0,0,Neutral,0.0,0.4404,0.156,0.094,0.75
MN_59,6-Mar-24,@PierreKory,"Is it Long COVID or Long Vax?

We've treated over a thousand ""long COVID"" patients, and in most cases (70%) the disease was triggered by COVID vaccination.

My latest Op-Ed in The Hill shows we are starting to break through. @elonmusk",43,Is it long COVID or long vax? Does the government want to know?,A close-up image of a medical procedure showing gloved hands administering an injection. The healthcare worker is wearing blue medical gloves and appears to be giving a vaccine or injection to a person's arm. The image has text overlay at the bottom asking 'Is it long COVID or long vax? Does the government want to know?',"medical gloves, syringe, injection, arm",False,,MN,"{('vax', 'covid'): 4.129283016944966, ('vax', 'long'): 3.807354922057604, ('vax', '?'): 4.54432051622381}",12.48095845522638,0,2,K+ (high certainty),3.571428571428571,0.212,0.034,0.0,0.966
MN_06,13-Nov-24,@reformpharmanow,"This is INSANE. A vaccine that was removed from the market is now linked to 19 different diseases.

When we say that vaccines aren't safe, this is what we're talking about.

Read about it here 👇
https://childrenshealthdefense.org/defender/hib-vaccine-off-market-babies-diseases-adults/...",48,Vaccine 'Quietly' Pulled Off Market in 2007 Now Linked to 19 Diseases — 35 Million Babies Who Got the Shot Now at Risk as Adults,The image shows a medical professional's gloved hand holding a vaccine vial labeled 'HIB VACCINE' next to a sleeping infant. The image has text overlay that says 'diseases —' and includes the Children's Health Defense TV logo in the corner. There's also a video duration indicator of 0:40.,"vaccine vial, infant, medical glove",True,,MN,"{('vaccine', '.'): 4.222392421336448, ('vaccine', '-'): 4.029747343394052, ('vaccine', ""'""): 4.029747343394052}",12.28188710812455,0,0,Neutral,0.0,-0.7869,0.0,0.114,0.886
MN_61,1-Mar-24,@JoshWalkos,Mega Thread 🧵,2,MERCK ROULETTE GARDASIL,A black and white dramatic image showing what appears to be a medical setting. The scene shows two figures in what looks like a doctor's office or examination room. There's a tall arched window letting in light on the right side. The image has blue/green gradient borders and overlaid text reading 'MERCK ROULETTE' and 'GARDASIL' in blue boxes.,"medical setting, examination room, window, medical equipment",True,,MN,,0.0,0,0,Neutral,0.0,0.0,0.0,0.0,1.0
MN_62,2-Mar-24,@Childrens...,"""The total excess deaths since the rollout of the vaccine in the U.S. is approximately 1.1 million for 2021, 2022 + 2023. We estimate the economic cost of productive working age people dying at $15.6 billion..."" @DowdEdward",39,"'We Need to Ask These Questions': Experts Accuse Government, Phar...","The image is split into two parts. On the left side is a person in a suit with a light blue tie speaking at what appears to be a hearing or presentation. On the right side is a vial labeled as COVID-19 vaccine with a syringe next to it, with what appears to be an American flag in the background.","speaker, COVID-19 vaccine vial, syringe, American flag",True,A person speaking at what appears to be a government hearing,MN,,0.0,1,0,Neutral,2.040816326530612,-0.2023,0.0,0.038,0.962
MN_63,2-Mar-24,@picphys...,"Did you know 1962 was a time period when almost every child had measles by age 15 & 99.99% of them fully recovered? The risk of a child dying in their first year of life today is 1/179, which is 60x greater than the risk of measles was in 1962. More here: https://picdata.org/news/physicians-for-informed-consent-sends-letter-to-medical-board-of-california-regarding-science-and-sb-276-limiting-medical-exemptions-to-vaccination/...",78,"TQ Children's Health Defense - Minnesota reposted Physicians for Informed C... % @picphys... Mar 2, 2024 (J + WB Did you know 1962 was a time period when almost every child had measles by age 15 & 99.99% of them fully recovered? The risk of a child dying in their first year of life today is 1/179, which is 60x greater than the risk of measles was in 1962. More here: : oo ee oe Po’ 5 cee yS a riety eget ort”. age » Sig Spee © 24 tT 212 9 406 thi 15K As",A black and white vintage photograph showing people in what appears to be a garden or farm setting from around the 1960s era. There are several individuals in the image standing among plants or crops in what looks like a home garden with a house and small outbuilding visible in the background.,"garden, plants, rural setting, house, outbuilding",True,,MN,,0.0,0,2,K+ (high certainty),1.176470588235294,-0.419,0.041,0.059,0.9
MN_65,2-Mar-24,@MdBreathe,This made me teary-eyed. We are not alone. We have people running for office who want to end this. We need you to elect them.,26,Meet the candidates #Heroes #Courage #PushBack #MyCandidates,"A graph titled 'US Candidates and Elected Officials Calling for COVID Shots to be Pulled Off the Market'. The chart shows an increasing trend from November 2023 to February 2024, with blue bars representing the total count, green bars showing number of candidates, and yellow bars showing number of elected officials. The y-axis shows values from 0 to 290, and the graph indicates a steady increase over time.","data visualization, statistics, COVID vaccine policy",False,,MN,,0.0,0,0,Neutral,0.0,0.8196,0.254,0.0,0.746
MN_66,2-Mar-24,@Childrens...,"The changing of definitions is part of the vaccine industry's playbook. The definition of a ""vaccine"" was radically altered to allow for the use of experimental modified RNA gene therapy.",31,'Dissolving Illusions': 225 Years of Lies and Cover-Ups Behind Vaccines,"The image shows a person with short gray hair next to a book cover titled 'Dissolving Illusions: Disease, Vaccines, and the Forgotten History' by Suzanne Humphries, MD. The book cover has a purple background with an old photograph.","book cover, person",True,,MN,"{('vaccine', '""'): 4.672425341971495}",4.672425341971495,0,0,Neutral,0.0,-0.2263,0.044,0.066,0.89
